name,display_name,categories,display_categories,description,address,phone,website,source,latitude,longitude,yelp_alias,yelp_api,yelp_id
one876 caribbean restaurant,One876 Caribbean Restaurant,Restaurants,Restaurants,"One876 Caribbean Restaurant, 20869 Lassen St., Chatsworth, (818) 678-9252,","20869 Lassen St Chatsworth, CA 91311",818-678-9252,https://one876caribbeanrestaurant.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.25032867,-118.5881857,one876-caribbean-restaurant-chatsworth,true,RTr4C1AcCtHXbsfgm_7LOQ
onil chibás events,Onil Chibas Events,Restaurants,Restaurants,,"1717 E Washington Blvd Pasadena, CA 91104",626-818-3963,https://www.chibasevents.com/wonderful,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.16926833,-118.115085,onil-chibas-events-pasadena,true,P28ulOCwyK4JTwcABbnKcQ
orleans & york,Orleans & York Deli,Restaurants,Restaurants,,"333 S Spring St Los Angeles, CA 90013",213-687-0400,http://orleansandyorkdeli.com,https://loveandloathingla.com/list-of-black-owned-businesses-in-la/,34.0495262,-118.2478561,orleans-and-york-deli-los-angeles-3,true,iWS7Olqaw4hyWvMLIwJ9mw
ounjé la,Ounjé La,Restaurants,Restaurants,,,,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
ozi's kitchen,Ozi'S Kitchen,Restaurants,Restaurants,,"1403 W 11th St Los Angeles, CA 90015",,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
papa john's pizza,Papa John's Pizza,Restaurants,Restaurants,,"7150 Beverly Blvd Los Angeles, CA 90036",323-964-8181,https://locations.papajohns.com/united-states,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.07588,-118.34567,papa-johns-pizza-los-angeles-20,true,2dIEEMnvDxcNp87sZjSA1A
park bench grill,Park Bench Grill,Restaurants,Restaurants,,"2470 N Lake Ave Altadena, CA 91001",626-797-2740,https://www.facebook.com/ParkBenchGrill/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.1878122,-118.1313946,park-bench-grill-altadena-2,true,RVQEzPFgOkD64vMuCAzydw
parrains soul food,Parrains Soulfood,Restaurants,Restaurants,"Parrain’s Soul Food, 7908 Alondra Blvd., Paramount, (562) 634-6050,","7906 Alondra Blvd Paramount, CA 90723",562-634-6050,https://www.facebook.com/parrainssoulfood/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.8891139,-118.1612179,parrains-soulfood-paramount,true,k0xm8ObO0Q6UMAjhusZfSw
pasadena fish market,Pasadena Fish Market,Restaurants,Restaurants,,"181 E Orange Grove Blvd Pasadena, CA 91103",626-792-9233,https://www.yelp.com/biz/pasadena-fish-market,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.15804,-118.1469,pasadena-fish-market-pasadena,true,pi3MC9BfBHG3LkUVQoM29A
pastry by jazymne,Pastry By Jazymne,Restaurants,Restaurants,,,,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
patria coffee,Patria Coffee Roasters,Restaurants,Restaurants,,"108 N Alameda St E Compton, CA 90221",323-513-4865,https://www.patriacoffee.com/,https://www.latimes.com/lifestyle/story/2020-06-12/heres-a-list-of-black-owned-coffee-shops-in-la,33.896412,-118.219653,patria-coffee-roasters-compton-2,true,gCuDrOJPUEWDfCfGfrzKDA
pepper's jamaican cuisine,Pepper's Jamaican-Belizean Cuisine,Restaurants,Restaurants,,"2166 W Slauson Ave Los Angeles, CA 90047",323-389-8053,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9890834,-118.3169874,peppers-jamaican-belizean-cuisine-los-angeles,true,QFWm3xFKlIbrchMl_c-1IQ
perry's joint,Perry's Joint,Restaurants,Restaurants,"Perry’s Joint, 2051 Lincoln Ave., Pasadena (626) 798-4700,","2051 Lincoln Ave Pasadena, CA 91103",626-798-4700,https://perrysjoint.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.1810763,-118.1598049,perrys-joint-pasadena,true,f2eQfOofWFEKaFQKoxahog
phat & juicy burgers,Phat & Juicy Burgers,Restaurants,Restaurants,,"1580 Centinela Ave Ste 4 Inglewood, CA 90302",310-673-4003,https://www.yelp.com/biz/phat-and-juicy-burgers,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9771156,-118.3665466,phat-and-juicy-burgers-inglewood,true,Fu4ZG19uf4O9HM31Bglb7g
phat birds,Phat Birds,Restaurants,Restaurants,,"3705 W Sunset Blvd Los Angeles, CA 90026",323-253-3220,https://phatbirds.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.09077,-118.277853,phat-birds-los-angeles-6,true,nulCVICot_FRHx5T_qI7pw
phatdaddy's,Phat Daddy's,Restaurants,Restaurants,,"2312 1/2 W 48th St Los Angeles, CA 90043",323-792-4208,https://www.facebook.com/phatdaddyss/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.999867,-118.31887,phat-daddys-los-angeles-3,true,ASMkpZeVswZXkkoWG5HSMw
phillips bar-b-que,Phillips Bar B Que,Restaurants,Restaurants,"Phillips Bar-B-Que, 2619 Crenshaw Blvd., Los Angeles, (323) 731-4772","1517 Centinela Ave Inglewood, CA 90302",310-412-7135,,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,33.9767641,-118.3655114,phillips-bar-b-que-inglewood-5,true,1WkYibAohA05AjfX7mfXGw
pizza of venice,Pizza Of Venice,Restaurants,Restaurants,,"2545 N Fair Oaks Ave Altadena, CA 91001",626-765-9636,https://www.pizzaofvenice.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.1892934,-118.1500072,pizza-of-venice-altadena-2,true,es02_N22TpOZ7QQ5izkyGw
plate of hue,Plate Of Hue,Restaurants,Restaurants,,,323-205-5283,https://www.facebook.com/pg/plateofhue,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
pop belli deli,Pop Belli Deli,Restaurants,Restaurants,,"13911 Van Ness Ave Gardena, CA 90249",310-516-2128,https://www.yelp.com/biz/pop-belli-deli,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.906123,-118.31811,pop-belli-deli-gardena-2,true,x8GBMnlzMERCaaZrpFuDDw
popcorn heaven,Popcornopolis,Restaurants,Restaurants,,"1000 Universal City Dr Ste 188 Universal City, CA 91608",818-506-9333,http://www.popcornheavenca.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.13623012,-118.355316,popcornopolis-universal-city,true,nbrJdtejFU2TyGLRHERqSA
poppy + rose,Poppy + Rose,Restaurants,Restaurants,,"765 Wall St Los Angeles, CA 90014",213-995-7799,https://www.poppyandrosela.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.04067,-118.2500946,poppy-rose-los-angeles,true,NlT-6hFP0_6hPo36AW2lIA
post & beam,Post & Beam,Restaurants,Restaurants,,"3767 Santa Rosalia Dr Los Angeles, CA 90008",323-299-5599,https://postandbeamla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.009861,-118.3390427,post-and-beam-los-angeles,true,3dmkjDqnsp__V5kxsq6rOA
pucker up lemonade company,Pucker Up Lemonade Company,Restaurants,Restaurants,,"723 E Compton Blvd Compton, CA 90221",562-507-8177,https://puckeruplemonadecompany.business.site/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.896188,-118.215319,pucker-up-lemonade-company-compton,true,e33OkFvPEvjh6VVAiKoDKA
queen of sheba ethiopian restaurant,Queen of Sheba Ethiopian restaurant,Restaurants,Restaurants,,"630 N La Brea Ave Inglewood, CA 90302",424-331-5626,https://www.queenshebainglewood.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.97133,-118.35687,queen-of-sheba-ethiopian-restaurant-inglewood,true,BLFxZfAJZDDBl2Y5lv2jrw
r & r soul food restaurant,R & R Soul Food Restaurant,Restaurants,Restaurants,,"18427 Avalon Blvd Carson, CA 90746",310-715-6716,https://www.randrsoulfood.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.86225756,-118.2665491,r-and-r-soul-food-restaurant-carson,true,jmuHtdZGmytkvO6R5s7z4Q
r kitchen soul food,R Kitchen Soul Food,Restaurants,Restaurants,,"5253 Paramount Blvd Lakewood, CA 90712",424-296-5320,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.85276528,-118.1602171,r-kitchen-soul-food-lakewood,true,If90S5RIsrPuAJy-r8zcQg
rahel,Rahel Ethiopian Vegan Cuisine,Restaurants,Restaurants,"Rahel, 1047 S. Fairfax Ave., Los Angeles, (323)-937-8401,","1047 S Fairfax Ave Los Angeles, CA 90019",323-937-8401,http://rahelvegancuisine.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.05687,-118.36475,rahel-ethiopian-vegan-cuisine-los-angeles,true,_P9Z5biFHuCFDIvKI83W_A
ranch side cafe,Ranch Side Cafe,Restaurants,Restaurants,"Ranch Side Cafe, 11355 Foothill Blvd., Sylmar, (818) 834-0031,","11355 Foothill Blvd Sylmar, CA 91342",818-834-0031,http://www.ranchsidecafe.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.2763413,-118.3787874,ranch-side-cafe-sylmar,true,fzLtFDsHZSuDC36Tlw_3DQ
red's flavor table,Red's Flavor Table Breakfast Take Out,Restaurants,Restaurants,,"254 N Market St Inglewood, CA 90301",424-331-5000,https://www.redsflavortable.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.96652,-118.35077,reds-flavor-table-breakfast-take-out-inglewood,true,t3j1DCHK_Twkln_vceTAcQ
revolutionario north african tacos,Revolutionario: North African Tacos,Restaurants,Restaurants,,"1436 W Jefferson Blvd Ste 70 Los Angeles, CA 90007",424-223-3526,http://revolutionario.com/menu/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.02523,-118.29857,revolutionario-north-african-tacos-los-angeles,true,_lrLfLy3e2jr-zGigfFW4A
ribtown bbq,RibTown B.B.Q,Restaurants,Restaurants,,"2125 W Jefferson Blvd Los Angeles, CA 90018",,http://ribtownbbq.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.02559314,-118.3185535,ribtown-b-b-q-los-angeles,true,ZFgPuBh0Ao4Z9vX7-z6-Cw
robert earl's bbq,Robert Earl's BBQ,Restaurants,Restaurants,,"703 E Artesia Blvd Long Beach, CA 90805",562-726-1116,http://robertearlsbbq.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.87478217,-118.1836787,robert-earls-bbq-long-beach,true,zUh6nKm0LMhdt6NNe8HVaw
rosalind's ethiopian restaurant,Rosalind's Ethiopian Restaurant,Restaurants,Restaurants,,"1044 S Fairfax Ave Los Angeles, CA 90019",323-936-2486,https://rosalindsla.com,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.05696608,-118.3643637,rosalinds-ethiopian-restaurant-los-angeles,true,w-3gkMSx6il1Y6k9N2e3qA
roscoe's house of chicken & waffles,Roscoe's House of Chicken & Waffles,Restaurants,Restaurants,,"5006 W Pico Blvd Los Angeles, CA 90019",323-934-4405,https://www.roscoeschickenandwaffles.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0474472,-118.3462296,roscoes-house-of-chicken-and-waffles-los-angeles,true,57h63V30fRwAP6tm5Rs7Sg
royal gourmet cookies,Royal Gourmet Cookies,Restaurants,Restaurants,,"Long Beach, CA 90807",562-208-5802,https://royalgourmetcookies.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.83259583,-118.1840134,royal-gourmet-cookies-long-beach,true,cxyFr2ziuXHHMzDRmdlQ9w
rusty pot cafe,Rusty Pot Cafe,Restaurants,Restaurants,,"324 S Market St Inglewood, CA 90301",310-412-5901,https://rustypotcafe.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.95991,-118.3517951,rusty-pot-cafe-inglewood,true,w2GujMgLyd25SVTnCV7_Gw
sal's gumbo shack,Sal's Gumbo Shack,Restaurants,Restaurants,,"6148 Long Beach Blvd Long Beach, CA 90805",562-422-8100,http://www.salsgumboshack.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.86661,-118.20011,sals-gumbo-shack-long-beach,true,5Eppu_Md9SWJ1Iu1JVKcGw
sattdown jamaican grill,Sattdown Jamaican Grill,Restaurants,Restaurants,,"11320 Ventura Blvd Studio City, CA 91604",818-766-3696,http://sattdownjamaicangrill.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.1401319,-118.3767751,sattdown-jamaican-grill-studio-city,true,JpS5OKx_2mNTGAJcaFgL1g
savage tacos truck,Savage Tacos Truck,Restaurants,Restaurants,,"Los Angeles, CA 90012",310-940-2727,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.06048,-118.2425,savage-tacos-truck-los-angeles,true,9OaBKbfkyegjQx52VwdVkA
say cheese,Say Cheese,Restaurants,Restaurants,"Say Cheese, 2800 Hyperion Ave., Los Angeles, (323) 665-0545,","2800 Hyperion Ave Los Angeles, CA 90027",323-665-0545,http://www.saycheeselosangeles.com/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.10813522,-118.2714386,say-cheese-los-angeles,true,bhyaGTuJDfJcbSp7Mj-pJw
scv fish market,SCV Fish Market,Restaurants,Restaurants,,"26234 Bouquet Canyon Rd Santa Clarita, CA 91350",661-481-0330,https://scvfishmarket.net/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.4211638,-118.5416247,scv-fish-market-santa-clarita-2,true,ixk3Ka-JpJafZ2jwy80F-Q
shad's new cali catering,Shad's New Cali Catering,Restaurants,Restaurants,"Shad’s New Cali Catering,",,,https://www.instagram.com/shadsnewcalicatering/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,,,,false,
shaquille's restaurant,Shaquille’s,Restaurants,Restaurants,,"800 W Olympic Blvd Ste A150 Los Angeles, CA 90015",213-746-7427,https://www.shaquilles.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.04489,-118.2641735,shaquille-s-los-angeles,true,Evi45sCTHEVUbJ1j_iNGgg
silverback coffee of rwanda,Silverback Coffee of Rwanda,Restaurants,Restaurants,"Founded by Jack Karuletwa, Silverback sources its coffee from farms in Rwanda, where he grew up. A portion of proceeds are donated to Rwandan organizations. The Echo Park location is open for takeout and limited dine-in. 1712 W. Sunset Blvd., Echo Park,","1712 W Sunset Blvd Los Angeles, CA 90026",,https://silverbackcoffee.com/,https://www.latimes.com/lifestyle/story/2020-06-12/heres-a-list-of-black-owned-coffee-shops-in-la,34.07724,-118.25897,silverback-coffee-of-rwanda-los-angeles-3,true,eN7TNNuEWe8DiU1hZHDZOA
simply d'licious,Simply D'Licious,Restaurants,Restaurants,,"4641 W Washington Blvd Los Angeles, CA 90016",562-326-6863,https://simplydliciousla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.04013099,-118.3407847,simply-d-licious-los-angeles,true,eqLHloMkfzwfLf8GA5wkXQ
simply wholesome,Simply Wholesome,Restaurants,Restaurants,,"4508 W Slauson Ave Los Angeles, CA 90043",323-294-2144,https://www.simplywholesome.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9886372,-118.354468,simply-wholesome-los-angeles,true,6DEuqc82zAMe-C4MOLqHcQ
sip & sonder,Sip & Sonder,Restaurants,Restaurants,"Two lawyers, Amanda-Jane Thomas and Shanita Nicholas, became friends and launched Sip and Sonder, an entrepreneurial and creative hub that also houses a coffee house. Open for takeout. 108 S Market St, Inglewood,","108 S Market St Inglewood, CA 90301",,https://www.sipandsonder.com/,https://www.latimes.com/lifestyle/story/2020-06-12/heres-a-list-of-black-owned-coffee-shops-in-la,33.96274,-118.3518551,sip-and-sonder-inglewood,true,uGHIm2xcyKMwVB2c9qmk7g
sky's gourmet tacos,Sky's Gourmet Tacos,Restaurants,Restaurants,,"5303 W Pico Blvd Los Angeles, CA 90019",323-932-6253,https://skystacos.com/mdr,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.048672,-118.353867,skys-gourmet-tacos-los-angeles,true,O1mZqTsmuDs8vtUhDsvMIA
smakk'd refreshers & teas,Smakk'd Refreshers & Teas,Restaurants,Restaurants,,,424-785-4212,https://www.smakkdrefreshers.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
smok n joe's chili,Smok N Joe'S Chili,Restaurants,Restaurants,,,310-817-0112,https://www.smoknjoeschilila.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
soul food renaissance,Soul Food Renaissance,Restaurants,Restaurants,,"6617 Cherry Ave Long Beach, CA 90805",562-422-3606,https://soulfoodrenaissance.business.site/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.87529,-118.16901,soul-food-renaissance-long-beach,true,zlDEMQ4OT5El_2fQDmKGng
south la cafe,South LA Cafe,Restaurants,Restaurants,"Founded by Joe and Celia Ward-Wallace, who grew up in the area, serves food and coffee in a community hub. 1700 Browning Blvd., Exposition Park,","1700 Browning Blvd Los Angeles, CA 90062",213-260-0633,https://www.southlacafe.com/,https://www.latimes.com/lifestyle/story/2020-06-12/heres-a-list-of-black-owned-coffee-shops-in-la,34.0118793,-118.3089374,south-la-cafe-los-angeles,true,yNNtnin-2Cv-hFt077oODQ
southern girl desserts,Southern Girl Desserts,Restaurants,Restaurants,,"3650 W Martin Luther King Jr Blvd Los Angeles, CA 90008",323-293-2253,https://www.southerngirldesserts.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.01027009,-118.3371359,southern-girl-desserts-los-angeles-2,true,XGS7TN7YLLW_z-PABERMPw
stevie's creole cafe,Stevie's Creole Cafe,Restaurants,Restaurants,,"5545 W Pico Blvd Los Angeles, CA 90019",323-413-2494,http://www.steviescreolecafe.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.049526,-118.358656,stevies-creole-cafe-los-angeles,true,EKrVpJqTXBjbbJPgHusibQ
str8 up tacos,Str8 Up Tacos,Restaurants,Restaurants,,"8471 Walker St La Palma, CA 90623",562-455-5436,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.83935,-118.03756,str8-up-tacos-la-palma-3,true,yXNZiSDhU47hWfCreKHATw
stuff i eat,Stuff I Eat,Restaurants,Restaurants,,"114 N Market St Inglewood, CA 90301",310-671-0115,https://www.stuffieat.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.963434,-118.3518651,stuff-i-eat-inglewood,true,3YYDCmLuk4cVhKwWirn-7Q
sugah rush bar,Sugah Rush Bar,Restaurants,Restaurants,,"Los Angeles, CA 90250",424-570-5981,,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9093,-118.34251,sugah-rush-bar-los-angeles,true,zQy9f40X1eW8pILZfJqYgQ
sugar and spice,Sugar & Spice Ice Cream,Restaurants,Restaurants,,"15355 Sherman Way Los Angeles, CA 91406",,https://bres-bistro.square.site/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.20164164,-118.4682196,sugar-and-spice-ice-cream-los-angeles,true,xuFa-PH_kaMSAzPEhzM0Eg
sugar jones,SugarJones,Restaurants,Restaurants,,"Los Angeles, CA 91607",818-427-6324,http://www.sweetsugarjones.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.16654205,-118.3998032,sugarjones-los-angeles,true,og8u7Da8MVOVUZJk2r4OWA
sumptuous african restaurant,Sumptuous African Restaurant,Restaurants,Restaurants,,"1170 S La Brea Ave Inglewood, CA 90301",310-654-3145,http://sumptuousafricanrestaurant.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.9476224,-118.3521243,sumptuous-african-restaurant-inglewood,true,3zFeKsx8De0FX8w1G80rfA
sweet blessings,Sweet Blessings by Cyler,Restaurants,Restaurants,,"14126 Sherman Way Ste 1 Los Angeles, CA 91405",818-285-8437,https://www.sweetblessingsla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.20078,-118.44091,sweet-blessings-by-cyler-los-angeles,true,88vUJtAaBgrtZ697E-YcOg
sweet red peach,Sweet Red Peach,Restaurants,Restaurants,,"1035 S Prairie Ave Unit 2 Inglewood, CA 90301",310-671-2253,https://www.sweetredpeach.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.95026417,-118.3442109,sweet-red-peach-inglewood-2,true,kb2avbx2tcVSjFzgsayd1A
swift cafe,Swift Cafe,Restaurants,Restaurants,,"4279 1/2 Crenshaw Blvd Los Angeles, CA 90008",323-815-4418,https://swift-la.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.00591,-118.33439,swift-cafe-los-angeles,true,tWkqjOEcoDuh5hvMdRSa7Q
t ‘n irie jerk shack,T ‘N Irie Jerk Shack,Restaurants,Restaurants,,"3209 W 54th St Los Angeles, CA 90037",310-213-7616,https://www.facebook.com/tniriesjerkshack/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,,,,false,
t&t lifestyle,T&T Lifestyle,Restaurants,Restaurants,,"11419 Santa Monica Blvd Los Angeles, CA 90025",310-699-8642,https://www.tandtlifestylelosangeles.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.0458929,-118.4515097,t-and-t-lifestyle-los-angeles,true,4v8QkvS8a7_WZ7Y4CDLlKA
taco bar,Taco Bar,Restaurants,Restaurants,,"5815 West Pico Blvd Los Angeles, CA 90019",323-433-7000,https://tacobarla.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.051285,-118.3650733,taco-bar-los-angeles-2,true,2YC93fgtdgMvg2Of_R2w2Q
taco mell,Taco Mell Catering,Restaurants,Restaurants,"Taco Mell, 4326 Crenshaw Blvd., Los Angeles, (844) 822-6635,","4326 Crenshaw Blvd Los Angeles, CA 90008",844-822-6635,http://tacomell.net/,https://www.latimes.com/food/story/2020-05-31/black-owned-restaurants-in-los-angeles,34.0047822,-118.3330114,taco-mell-catering-los-angeles-2,true,OxSCGyF3TFt-dDIKSwzmrg
tacos negros,Tacos Negros,Restaurants,Restaurants,,"5583 W Pico Blvd Los Angeles, CA 90019",,https://www.instagram.com/tacosnegrosla/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.049849,-118.359615,tacos-negros-los-angeles,true,ZaL4Sz7sox5FgkfGjTO1FQ
tanjee bakes,Tanjee Bakes,Restaurants,Restaurants,,"Long Beach, CA 90805",310-756-8056,https://www.tanjeebakes.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.85414505,-118.191597,tanjee-bakes-long-beach,true,-CQAQ9re2LYMxlfuXaHbqQ
texas bbq king,The Original Texas Barbecue King,Restaurants,Restaurants,,"5309 S Vermont Ave Los Angeles, CA 90037",323-750-1064,http://www.texasbbqking.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,33.99376,-118.29182,the-original-texas-barbecue-king-los-angeles-2,true,x-8J_huZ4hhe8aVrguy9xQ
the blvd kitchen,BLVD Kitchen,Restaurants,Restaurants,,"13545 Ventura Blvd Los Angeles, CA 91423",844-454-2583,http://www.theblvdkitchen.com/,https://docs.google.com/spreadsheets/d/18w-0RBhwBBlXDN9kRV9DVSCAGSCjtHb9K0Pq2YBv18U/htmlview,34.14787,-118.4285,blvd-kitchen-los-angeles,true,N6bSw52RzOqAdIXPdXYd2Q
